CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,Status,Low Cost Textbook,Capacity,Enrolled,Instructor Type,Term
8800,MATH 260,1,Linear Algebra,3,"GE, LLF, LLFM, MATH",Lec,MWF,1200-1250,Joseph W. Luter III Hall 236,Ryan Carpenter,1,OPEN,,24,23,Full Time,Spring Semester 2021
8958,HIST 530,1,The World Historian as Teacher,3,LOW,Lec,M,1800-2045,Lewis McMurran Hall 366,Charlotte Cartwright,11,OPEN,YES,15,4,Full Time,Spring Semester 2024
8198,CPSC 250,3,Progrmng for Data Manipulation,3,"AIIF, XPCE",Lec,TR,1500-1615,Joseph W. Luter III Hall 258,Will Phelps,1,OPEN,,24,23,Full Time,Fall Semester 2022
8158,BUSN 304,1,Operations Management,3,,Lec,TR,0930-1045,Freeman Center 201,Bob Hasbrouck,-1,CLOSED,,30,31,Full Time,Fall Semester 2020
8289,HONR 010,ON1,First Year Activities,0,HON,Fie,,-,To Be Arranged ,Jay Paul,0,CLOSED,,49,49,Full Time,Fall Semester 2020
8886,PSYC 300,1,Statistical Appl-Soc Sci Rsrch,3,"AIIF, XPSY",Lec,MWF,0800-0850,Forbes Hall 2090,Jeff Niehaus,5,OPEN,,34,29,Full Time,Fall Semester 2025
8850,PHYS 202,1,University Physics II,3,"AINW, GE, NSCI, OR, SCIE, XNAT",Lec,TR,1500-1615,Joseph W. Luter III Hall ,Edward Brash,32,OPEN,,32,0,Full Time,Spring Semester 2027
8383,PSYC 490,1,WI: Senior Seminar in Psych,3,WI,Lec,MWF,1100-1150,Forbes Hall 2002,Gina Fernandez,-1,CLOSED,,19,20,Full Time,Fall Semester 2024
8340,PSYC 300,ON2,Statistical Appl-Soc Sci Rsrch,3,"AIIF, XPSY",Lec,MWF,1500-1550,Synchronous Online Course ,Jeff Niehaus,2,OPEN,,37,35,Full Time,Fall Semester 2020
8558,SOCL 205,2,Sociological Foundations,3,"AIII, GE, SSCI, XSOC",Lec,MWF,0900-0950,Lewis McMurran Hall 360,Michael Lewis,-3,CLOSED,,35,38,Full Time,Fall Semester 2023
8787,BIOL 213L,5A,Principles of Biology III Lab,1,,Lab,R,0800-1150,Forbes Hall 1039,David Collar,5,OPEN,,24,19,Full Time,Fall Semester 2020
8314,ENGL 309,3,WI: Creative Nonfiction,3,WI,Lec,MWF,1300-1350,Lewis McMurran Hall 257,Joanna Eleftheriou,1,OPEN,,19,18,Full Time,Spring Semester 2023
8080,BIOL 213,2A,Principles in Biology III,3,,Lec,MWF,1100-1150,Forbes Hall 2070E,Edward Primka,17,OPEN,,48,31,Full Time,Fall Semester 2026
8377,ECON 200,3,The Economic Way of Thinking,3,LLFE,Lec,MWF,1100-1150, ,Alex Hamed,19,OPEN,,19,0,Adjunct,Spring Semester 2027
9030,ANTH 200,ON2,Human Adaptation,3,"AINW, XNAT, XSOC",Lec,MWF,1100-1150,Synchronous Online Course ,Chris Loy,5,OPEN,,39,34,Full Time,Fall Semester 2020
8089,PHYS 105L,1R,Elementary Physics Lab,1,"AINW, GE, NSCI, SCIE, XNAT",Lab,R,1800-2045,Joseph W. Luter III Hall 301,Avery McElhenny,0,CLOSED,,33,33,Adjunct,Fall Semester 2021
8996,SOCL 220,1,Global Social Problems,3,"AIGM, GE, SSCI, XSOC",Lec,MWF,1000-1050,Joseph W. Luter III Hall 170,Linda Waldron,-1,CLOSED,,35,36,Full Time,Fall Semester 2026
8104,BIOL 440,1,Herpetology,4,,Lec,TR,0930-1045,Forbes Hall 2043,Michael Meyer,-2,CLOSED,,19,21,Full Time,Spring Semester 2026
9182,SPAN 303,ON1,Spanish in the Digital Age,3,"LLF, LLFL",Lec,TR,1500-1615,Synchronous Online Course ,Lauren Reynolds,2,OPEN,,19,17,Full Time,Spring Semester 2021
8234,MUSC 144,1,Aural Skills II: Music Theatre,1,LOW,Lab,TR,1100-1215,Ferguson Center for the Arts 207,Carol Cook,2,OPEN,YES,13,11,Adjunct,Spring Semester 2024
9419,MKTG 499,2,Independent Study,1,,Ind,,-,To Be Arranged ,Matt Hettche,-1,CLOSED,,0,1,Full Time,Spring Semester 2023
8253,THEA 430,1,Acting III,3,LETR,Lec,TR,1100-1215,Ferguson Center for the Arts T107,Denise Gillman,1,OPEN,,12,11,Full Time,Spring Semester 2023
8516,FINC 562,1,Entrepreneurial Finance,3,,Lec,TR,1800-1915,Science & Engineering Research 2296,Nima Vafai,6,OPEN,,15,9,Full Time,Fall Semester 2026
8849,MUSC 215,1,Advanced Keyboard Skills,1,LETR,Lab,TR,0930-1045,Ferguson Center for the Arts 213,Seung-Hye Kim,7,OPEN,,16,9,,Fall Semester 2020
8035,BUSN 210,1,Intro to Biotechnology & Mgmt,3,,Lec,TR,1800-1915,Paul & Rosemary Trible Library 1210,Elizabeth Smith,0,CLOSED,,15,15,Adjunct,Spring Semester 2022
8270,ENGL 200,1,Lit Foundation I:Ancient-17thC,3,,Lec,TR,1330-1445,Lewis McMurran Hall 316,Jessica Apolloni,0,CLOSED,,19,19,Adjunct,Spring Semester 2023
8669,IDST 255,2,"Intro Women, Gender & Sexualty",3,"AIGM, AIII",Lec,TR,1100-1215,Lewis McMurran Hall 366,Laura Puaca,0,CLOSED,,19,19,Adjunct,Spring Semester 2023
8350,ENGL 202,1,Lit Foundation III: Mid 19thC-,3,LOW,Lec,TR,1330-1445,Lewis McMurran Hall 360,Anna Teekell,1,OPEN,YES,25,24,Full Time,Spring Semester 2025
8492,ECON 200,1,The Economic Way of Thinking,3,LLFE,Lec,TR,1630-1745,Lewis McMurran Hall 312,Rik Chakraborti,1,OPEN,,26,25,Full Time,Fall Semester 2021
8966,RSTD 337,1,Religion and Ecology,3,LETR,Lec,MW,1600-1715,Lewis McMurran Hall 160,Kip Redick,0,CLOSED,,22,22,Full Time,Spring Semester 2026
8711,GERM 200,1R,Effective Comm in German,3,"GE, LETR, LLF, LLFL, PROF",Lec,MWF,0900-0950,Lewis McMurran Hall 162,Laura Deiulio,0,CLOSED,,19,19,Full Time,Fall Semester 2021
8571,HIST 510,1,The Amer Historian as Teacher,3,,Lec,M,1600-1845,Lewis McMurran Hall 307,Elizabeth Wood,14,OPEN,,18,4,Full Time,Fall Semester 2026
8321,CPSC 270,1,Data and File Structures,3,,Lec,TR,1100-1215,Joseph W. Luter III Hall ,David Conner,24,OPEN,,24,0,Full Time,Spring Semester 2027
9126,LDSP 395,2,Special Topics,3,LDSP,Lec,TR,1100-1215,Lewis McMurran Hall 212,Jess Hench,-2,CLOSED,,16,18,Full Time,Spring Semester 2026
8977,BTMG 030,1,Third YR-BTMG Activity Course,0,,Fie,,-,To Be Arranged ,Willy Donaldson,4,OPEN,,9,5,Full Time,Spring Semester 2024
8724,CPSC 280,1,Intro to Software Engineering,3,,Lec,MWF,1100-1150,Joseph W. Luter III Hall 258,Roberto Flores,5,OPEN,,33,28,Full Time,Fall Semester 2023
8436,IDST 255,1,"Intro Women, Gender & Sexualty",3,"AIGM, AIII",Lec,TR,1100-1215,Lewis McMurran Hall 262,Danielle Docka-Filipek,2,OPEN,,19,17,Full Time,Fall Semester 2021
8097,BIOL 213L,O2B,Principles of Biology III Lab,1,,Lab,W,1300-1650,Synchronous Online Course ,Rob Atkinson,2,OPEN,,24,22,Full Time,Spring Semester 2021
8420,ENGL 522,1,Content Area Literacy,3,,Lec,T,1630-1915,Lewis McMurran Hall 310,Danielle Smith,9,OPEN,,18,9,Adjunct,Fall Semester 2026
9233,EENG 495,1,Special Topics,3,,Lec,MWF,1400-1450,Joseph W. Luter III Hall 206,Hessam Keshtkar Vanashi,7,OPEN,,18,11,Adjunct,Spring Semester 2023
8546,POLS 490,1,WI:Senior Seminar in Poli Sci,3,WI,Lec,MWF,1100-1150,Lewis McMurran Hall 200D,Michelle Barnello,-3,CLOSED,,12,15,Full Time,Fall Semester 2023
8278,PHYS 202,1,University Physics II,3,"AINW, GE, NSCI, OR, SCIE, XNAT",Lec,MWF,0800-0850,Joseph W. Luter III Hall 269,Leon Cole,5,OPEN,,26,21,Full Time,Fall Semester 2022
8996,MLSC 301L,1,Leadership Lab,1,LOW,Lab,T,1500-1715,To Be Arranged ,John Bornhoeft,12,OPEN,YES,32,20,,Fall Semester 2024
8257,THEA 498,1,Thesis Project,3,LETR,Lec,,-,To Be Arranged ,Gregg Lloyd,6,OPEN,,18,12,Full Time,Spring Semester 2023
9088,THEA 498,1,Thesis Project,3,LETR,Lec,,-,To Be Arranged ,David Shuhy,8,OPEN,,19,11,Full Time,Fall Semester 2021
9392,COMM 357,1,"Tpcs in Media, Comm & Pop Cult",3,,Lec,MWF,1400-1450,Paul & Rosemary Trible Library 1210,Scott Smith,2,OPEN,,19,17,Full Time,Fall Semester 2022
8999,BUSN 304,3,Operations Management,3,,Lec,TR,0930-1045,Joseph W. Luter III Hall 105,Bob Hasbrouck,7,OPEN,,25,18,Full Time,Spring Semester 2024
8251,CPSC 280,1,Intro to Software Engineering,3,LOW,Lec,MWF,1000-1050,Joseph W. Luter III Hall 258,Roberto Flores,1,OPEN,YES,24,23,Full Time,Spring Semester 2025
9232,PIAN 433,1,Applied Music: Piano,2,APPL,Lab,,-,To Be Arranged ,Ben Corbin,-1,CLOSED,,0,1,Full Time,Fall Semester 2024
8222,CPSC 250,3,Progrmng for Data Manipulation,3,"AIIF, LOW, XPCE",Lec,TR,1630-1745,Joseph W. Luter III Hall 236,Daniel Belsky,1,OPEN,YES,24,23,Adjunct,Fall Semester 2025
8457,COMM 323,2,"Listening, Contempltn & Dialog",3,,Lec,MWF,1500-1550,Joseph W. Luter III Hall 139,Sean Connable,13,OPEN,,19,6,Full Time,Fall Semester 2022
8821,PHYS 151L,6,College Physics I Laboratory,1,"AINW, GE, NSCI, OR, SCIE, XNAT",Lab,W,1430-1715,Joseph W. Luter III Hall 306,Avery McElhenny,0,CLOSED,,36,36,Full Time,Fall Semester 2025
8456,ENGL 309,1,WI: Creative Nonfiction,3,WI,Lec,MWF,1000-1050, ,Jason Carney,0,CLOSED,,0,0,Full Time,Spring Semester 2027
8823,CPSC 270,2,Data and File Structures,3,LOW,Lec,TR,1100-1215,Joseph W. Luter III Hall 236,Antonio Siochi,1,OPEN,YES,24,23,Full Time,Spring Semester 2024
8219,PHYS 202,1,University Physics II,3,"AINW, GE, NSCI, OR, SCIE, XNAT",Lec,TR,0800-0915,Joseph W. Luter III Hall 269,Avery McElhenny,0,CLOSED,,24,24,Adjunct,Spring Semester 2023
8784,BIOL 213L,O2B,Principles of Biology III Lab,1,,Lab,R,0800-1150,Synchronous Online Course ,Lauren Ruane,8,OPEN,,27,19,Full Time,Fall Semester 2020
9300,BASS 133,1,Applied Music: Bass,2,APPL,Lab,,-,To Be Arranged ,William McPeters,-1,CLOSED,,0,1,Adjunct,Fall Semester 2024
8031,ANTH 200,1,Human Adaptation,3,"AINW, XNAT, XSOC",Lec,MWF,1000-1050,Joseph W. Luter III Hall ,Chris Loy,35,OPEN,,35,0,Adjunct,Spring Semester 2027
8410,SOCL 314L,3,"Educ, Culture and Society Lab",1,,Lab,W,1500-1615,Forbes Hall 2070C,Susan Traner,12,OPEN,,18,6,Adjunct,Spring Semester 2022
9332,MKTG 499,1,Independent Study,1,,Ind,,-,To Be Arranged ,Matt Hettche,-1,CLOSED,,0,1,Full Time,Spring Semester 2024
8168,BUSN 304,3,Operations Management,3,,Lec,MWF,1400-1450,Joseph W. Luter III Hall ,Lonnie Cheney,28,OPEN,,28,0,Adjunct,Spring Semester 2027
8826,CPSC 280,2,Intro to Software Engineering,3,LOW,Lec,MWF,0900-0950,Joseph W. Luter III Hall 258,Roberto Flores,12,OPEN,YES,24,12,Full Time,Spring Semester 2024
8095,PHYS 151L,1R,College Physics I Laboratory,1,"AINW, GE, NSCI, OR, SCIE, XNAT",Lab,W,1800-2045,Joseph W. Luter III Hall 306,Jose Fernandez,2,OPEN,,33,31,Full Time,Fall Semester 2020
8081,ANTH 200,2,Human Adaptation,3,"AINW, XNAT, XSOC",Lec,MWF,1400-1450,Joseph W. Luter III Hall 170,Chris Loy,2,OPEN,,19,17,Full Time,Spring Semester 2023
9042,BIOL 213,3A,Principles in Biology III,3,,Lec,MWF,1100-1150,Forbes Hall 1033,Lauren Ruane,0,CLOSED,,24,24,Full Time,Fall Semester 2021
9297,VOIC 433,2,Applied Music: Voice,2,APPL,Lab,,-,To Be Arranged ,John McGuire,-3,CLOSED,,0,3,Full Time,Fall Semester 2022
8443,ENGL 202,1,Lit Foundation III: Mid 19thC-,3,,Lec,TR,0930-1045,Lewis McMurran Hall 360,Anna Teekell,5,OPEN,,17,12,Full Time,Spring Semester 2021
8149,BTMG 030,1,Third YR-BTMG Activity Course,0,,Fie,,-,To Be Arranged ,Willy Donaldson,8,OPEN,,10,2,Full Time,Spring Semester 2021
8861,ENGR 213,2,Discrete Structures-Comp Appl,3,,Lec,MWF,1000-1050,Joseph W. Luter III Hall 322,Sam Henry,-4,CLOSED,,33,37,Full Time,Spring Semester 2024
3089,PHYS 151L,ON1,College Physics I Laboratory,1,"AINW, GE, NSCI, OR, SCIE, XNAT",Lab,,-,Asynchronous Online Course ,Leon Cole,-5,CLOSED,,12,17,Full Time,Summer Term I 2023
8301,ENGR 121,1M,Engineering Design,3,"GE, LOW",Lec,MWF,1100-1150,Joseph W. Luter III Hall 322,Azad Ghaffari,10,OPEN,YES,32,22,Full Time,Fall Semester 2025
9005,BUSN 304,3,Operations Management,3,,Lec,TR,1100-1215,Joseph W. Luter III Hall 105,Curtis Bursaw,0,CLOSED,,28,28,Adjunct,Fall Semester 2022
8431,EENG 221,1,Signals and Systems,3,,Lec,MWF,1000-1050,Joseph W. Luter III Hall 258,Jonathan Backens,11,OPEN,,24,13,Full Time,Spring Semester 2021
8281,COMM 357,3,"Tpcs in Media, Comm & Pop Cult",3,LOW,Lec,MWF,1100-1150,Joseph W. Luter III Hall 139,Sean Connable,-1,CLOSED,YES,19,20,Full Time,Fall Semester 2026
8705,MUSC 316,1,Princ Instrumental Conducting,3,LETR,Lec,MWF,1000-1050,Ferguson Center for the Arts A183,Mark Reimer,14,OPEN,,19,5,Full Time,Fall Semester 2022
8058,ECON 200,4,The Economic Way of Thinking,3,LLFE,Lec,MWF,1300-1350,Paul & Rosemary Trible Library 1210,Alex Hamed,0,CLOSED,,19,19,Full Time,Spring Semester 2024
9064,CLST 416,1,WI:Sport & Spectcle Ancnt Wrld,3,"AIGM, LOW, WI",Lec,MWF,1000-1050,Lewis McMurran Hall 164,David Pollio,0,CLOSED,YES,4,4,Full Time,Spring Semester 2024
8371,DANC 430,1,Advanced Dance Styles,3,,Lec,TR,1330-1445,Ferguson Center for the Arts ,Laura Lloyd,18,OPEN,,18,0,Full Time,Spring Semester 2027
8043,COMM 357,1,"Tpcs in Media, Comm & Pop Cult",3,LOW,Lec,MWF,0900-0950,Joseph W. Luter III Hall 142,Sean Connable,2,OPEN,YES,19,17,Full Time,Spring Semester 2024
8307,CPSC 250,1,Progrmng for Data Manipulation,3,"AIIF, XPCE",Lec,TR,1630-1745,Joseph W. Luter III Hall 236,Gaelan Venturi,2,OPEN,,24,22,Adjunct,Spring Semester 2026
8312,MATH 250,1,Multivariable Calculus,3,"GE, LETR, LLF, LLFM, MATH",Lec,MWF,1000-1050,Joseph W. Luter III Hall 376,Brian Bradie,12,OPEN,,25,13,Full Time,Fall Semester 2021
9167,PSYC 395,2,Special Topics,3,,Lec,M,1800-2045,Forbes Hall 2070D,Jeff Gibbons,10,OPEN,,35,25,Full Time,Fall Semester 2026
8948,PSYC 490,4,WI: Senior Seminar in Psych,3,WI,Lec,MWF,1300-1350,Forbes Hall 2009,Jeff Niehaus,6,OPEN,,17,11,Full Time,Spring Semester 2022
8898,ENGR 121,1M,Engineering Design,3,"GE, LOW",Lec,TR,1100-1215,Joseph W. Luter III Hall 301,Costa Gerousis,9,OPEN,YES,26,17,Full Time,Fall Semester 2024
4023,LDSP 395,S22,Special Topics,3,LDSP,Lec,,-,To Be Arranged ,Lori Throupe,-1,CLOSED,,0,1,Full Time,Extended Summer 2025
8818,PHYS 151L,3,College Physics I Laboratory,1,"AINW, GE, NSCI, OR, SCIE, XNAT",Lab,W,1100-1345,Joseph W. Luter III Hall 306,Ryan Fisher,10,OPEN,,36,26,Full Time,Fall Semester 2025
8969,ACCT 301,1,Intermediate Accounting I,3,,Lec,TR,1330-1445,Joseph W. Luter III Hall 170,Veronique Frucot,0,CLOSED,,36,36,Full Time,Fall Semester 2022
8940,PSYC 490,2,WI: Senior Seminar in Psych,3,WI,Lec,TR,1330-1445,Forbes Hall 2014,Jason Hart,-2,CLOSED,,17,19,Full Time,Spring Semester 2022
8618,COMM 323,1,"Listening, Contempltn & Dialog",3,LOW,Lec,MWF,1400-1450,Joseph W. Luter III Hall 139,Sean Connable,2,OPEN,YES,19,17,Full Time,Fall Semester 2024
9135,MGMT 456,2,Project Management,3,,Lec,MW,1930-2045,Joseph W. Luter III Hall 170,Timothy Davidson,7,OPEN,,24,17,Adjunct,Spring Semester 2026
8134,BIOL 213L,2B,Principles of Biology III Lab,1,,Lab,T,1330-1720,Forbes Hall 1039,Adjoa Ahedor,0,CLOSED,,24,24,Adjunct,Spring Semester 2026
8740,MLAN 308,1,Cross Cultural Awareness,3,"AIGM, XLAN",Lec,MWF,0900-0950,Lewis McMurran Hall ,Diana Obeid,24,OPEN,,24,0,Adjunct,Spring Semester 2027
8945,MUSC 517,1,Secondary Instrumental Methods,3,,Lec,TR,1100-1215,Ferguson Center for the Arts A182,Kimberly Ankney,17,OPEN,,18,1,Full Time,Spring Semester 2023
9256,ACCT 301,3,Intermediate Accounting I,3,,Lec,MWF,1200-1250,Joseph W. Luter III Hall 170,Nathan Mecham,10,OPEN,,18,8,Full Time,Fall Semester 2023
8589,HONR 010,1,First Year Activities,0,HON,Fie,,-,To Be Arranged ,Jay Paul,0,CLOSED,,49,49,Full Time,Spring Semester 2026
2037,PSYC 300,1,Statistical Appl-Soc Sci Rsrch,3,"AIIF, XPSY",Lec,MTWRF,0900-1215,Forbes Hall 2090,Gayle Dow,30,OPEN,,34,4,Full Time,May Term 2024
9164,COMM 395,2,Special Topics,3,"CMPH, LETR",Lec,MWF,1400-1450,Forbes Hall 3014,Zena Toh,1,OPEN,,26,25,Full Time,Spring Semester 2024
4007,LDSP 395,S07,Special Topics,3,LDSP,Lec,,-,To Be Arranged ,William Mims,10,OPEN,,18,8,,Extended Summer 2024
8757,EENG 481,1,Digital Signal Processing,3,,Lec,MWF,1000-1050,Joseph W. Luter III Hall 206,Jonathan Backens,11,OPEN,,24,13,Full Time,Fall Semester 2023
8239,PHIL 451,1,The Great Philosophers,3,LETR,Lec,TR,1800-1915,Lewis McMurran Hall 162,Matthew Homan,4,OPEN,,17,13,Full Time,Fall Semester 2021
8076,BIOL 213L,1A,Principles of Biology III Lab,1,,Lab,R,0800-1150,Forbes Hall ,Edward Primka,20,OPEN,,20,0,Full Time,Spring Semester 2027
8032,ANTH 200,2,Human Adaptation,3,"AINW, XNAT, XSOC",Lec,MWF,1100-1150,Joseph W. Luter III Hall ,Chris Loy,25,OPEN,,25,0,Full Time,Spring Semester 2027
8398,DANC 304,1,Ballet II,3,,Lec,MW,1300-1415,Freeman Center G150,Laura Lloyd,6,OPEN,,18,12,Full Time,Spring Semester 2021
9017,SOCL 314L,1,"Educ, Culture and Society Lab",1,,Lab,M,1100-1215,Lewis McMurran Hall 200B,Linda Powell,2,OPEN,,14,12,Adjunct,Fall Semester 2026
8874,FNAR 333,1,Video Art,3,AICE,Stu,TR,1400-1620,Torggler Fine Arts Center 219,Kristin Kiser,6,OPEN,,16,10,Full Time,Fall Semester 2021
8737,LDSP 395,1,Special Topics,3,,Lec,T,1800-2100,Joseph W. Luter III Hall 139,Lori Throupe,5,OPEN,,18,13,Full Time,Spring Semester 2021
8207,CPSC 270,2,Data and File Structures,3,,Lec,TR,0800-0915,Joseph W. Luter III Hall 236,Antonio Siochi,16,OPEN,,24,8,Full Time,Fall Semester 2022
8973,BIOL 423L,1,Human Donor Experience I,1,,Lab,,-,To Be Arranged ,Carla Murgia,-14,CLOSED,,0,14,,Fall Semester 2024
8618,ECON 200,5,The Economic Way of Thinking,3,LLFE,Lec,MWF,1400-1450,Forbes Hall 2074,Alex Hamed,4,OPEN,,25,21,Adjunct,Fall Semester 2023
8342,ENGL 200,1,Lit Foundation I:Ancient-17thC,3,,Lec,TR,1630-1745,Lewis McMurran Hall 164,Sharon Rowley,9,OPEN,,29,20,Full Time,Fall Semester 2021
8476,HONR 010,3C,First Year Activities,0,HON,Fie,,-,To Be Arranged ,Jay Paul,20,OPEN,,49,29,Full Time,Fall Semester 2021
8867,PHYS 151L,2,College Physics I Laboratory,1,"AINW, GE, NSCI, OR, SCIE, XNAT",Lab,W,1100-1345,Joseph W. Luter III Hall 306,CNU Staff,-2,CLOSED,,33,35,,Fall Semester 2026
9311,ECON 200,7C,The Economic Way of Thinking,3,LLFE,Lec,T,1800-2045,Joseph W. Luter III Hall 137,Kenneth Fiakofi,3,OPEN,,19,16,Adjunct,Fall Semester 2023
8733,PHIL 451,1,The Great Philosophers,3,LETR,Lec,TR,1100-1215,Paul & Rosemary Trible Library 1210,Joe Balay,2,OPEN,,18,16,Full Time,Spring Semester 2022
8144,FINC 428,3,WI:Financial Policy & Strategy,3,WI,Lec,MWF,1200-1250,Joseph W. Luter III Hall 123,Niazur Rahim,0,CLOSED,,19,19,Full Time,Spring Semester 2022
9274,BTMG 010,1,First YR-BTMG Activity Course,0,,Fie,,-,To Be Arranged ,Willy Donaldson,-10,CLOSED,,0,10,Full Time,Fall Semester 2020
8907,BIOL 440,1,Herpetology,4,,Lec,TR,1100-1215,Forbes Hall 2043,Matthew Lattanzio,0,CLOSED,,19,19,Full Time,Spring Semester 2023
8507,PSYC 490,4,WI: Senior Seminar in Psych,3,WI,Lec,TR,1330-1445,Forbes Hall 2014,Jason Hart,-4,CLOSED,,17,21,Full Time,Fall Semester 2023
8953,GERM 302,1R,Conversation and Comprehension,3,"LLF, LLFL",Lec,MWF,1000-1050,Joseph W. Luter III Hall 137,Brian McInnis,2,OPEN,,14,12,Full Time,Fall Semester 2020
8348,PSYC 300,3,Statistical Appl-Soc Sci Rsrch,3,"AIIF, XPSY",Lec,TR,1330-1445,Forbes Hall 2090,Earl Riggins,16,OPEN,,34,18,Full Time,Fall Semester 2024
8591,HONR 010,3,First Year Activities,0,HON,Fie,,-,To Be Arranged ,Jay Paul,33,OPEN,,49,16,Full Time,Spring Semester 2026
9278,IDST 240,ON1,Medieval & Early Modern Persp,3,AIWT,Lec,MWF,1300-1350,Synchronous Online Course ,Grace Godwin,7,OPEN,,29,22,Full Time,Fall Semester 2020
8462,CPSC 327,2,C++ Programming,3,,Lec,TR,1330-1445,Joseph W. Luter III Hall 258,Keith Perkins,6,OPEN,,25,19,Adjunct,Fall Semester 2024
8827,PHIL 208,2,Ethics of AI,3,AINW,Lec,TR,1100-1215, ,Betsy Jelinek,29,OPEN,,29,0,Full Time,Spring Semester 2027
8722,ENGL 309,1,WI: Creative Nonfiction,3,WI,Lec,MWF,1100-1150,Lewis McMurran Hall 262,Cynthia Davis,0,CLOSED,,19,19,Adjunct,Fall Semester 2020
8722,ENGL 309,1,WI: Creative Nonfiction,3,WI,Lec,MWF,1100-1150,Lewis McMurran Hall 262,Cynthia Davis,0,CLOSED,,19,19,Full Time,Fall Semester 2020
8392,MATH 260,2,Linear Algebra,3,"GE, LLF, LLFM, MATH",Lec,TR,0930-1045,Joseph W. Luter III Hall 352,Charles Samuels,6,OPEN,,19,13,Full Time,Fall Semester 2022
8359,CPSC 280,1,Intro to Software Engineering,3,,Lec,TR,0930-1045,Joseph W. Luter III Hall 236,Roberto Flores,4,OPEN,,24,20,Full Time,Spring Semester 2021
9043,SOCL 205,ON1,Sociological Foundations,3,"AIII, GE, SSCI, XSOC",Lec,MWF,0800-0850,Synchronous Online Course ,Michael Lewis,5,OPEN,,42,37,Full Time,Fall Semester 2020
8070,BUSN 304,2,Operations Management,3,,Lec,TR,1100-1215,Joseph W. Luter III Hall 123,Bob Hasbrouck,1,OPEN,,24,23,Full Time,Spring Semester 2022
8179,DANC 430,1,Advanced Dance Styles,3,,Lec,MW,1430-1545,Ferguson Center for the Arts T177,Laura Lloyd,-2,CLOSED,,17,19,Full Time,Spring Semester 2023
8073,EENG 481,1,Digital Signal Processing,3,,Lec,TR,1100-1215,Joseph W. Luter III Hall 323,Jose Fernandez,3,OPEN,,12,9,Adjunct,Fall Semester 2020
8018,ACCT 408,1,Entity Compliance & Planning,3,,Lec,MWF,1000-1050,Lewis McMurran Hall 300B,Philip Hatchett,3,OPEN,,15,12,Full Time,Spring Semester 2026
8518,POLS 371,1,WI: Public Policy & Governance,3,WI,Lec,T,1800-2100,Joseph W. Luter III Hall 170,William Reiske,4,OPEN,,19,15,Adjunct,Fall Semester 2020
8128,BIOL 213,1B,Principles in Biology III,3,,Lec,MWF,0900-0950,Forbes Hall 2070C,Adjoa Ahedor,2,OPEN,,32,30,Adjunct,Spring Semester 2026
8958,SOCL 314L,2,"Educ, Culture and Society Lab",1,,Lab,W,1500-1615,Lewis McMurran Hall 200C,Linda Powell,8,OPEN,,12,4,Adjunct,Fall Semester 2025
8330,POLS 490,1,WI:Senior Seminar in Poli Sci,3,WI,Lec,MWF,1100-1150,Lewis McMurran Hall 200B,Michelle Barnello,0,CLOSED,,15,15,Full Time,Fall Semester 2022
9379,CLAR 131,1,Applied Music: Clarinet,1,APPL,Lab,,-,To Be Arranged ,Michael Byerly,-1,CLOSED,,0,1,Adjunct,Fall Semester 2020
8503,ENGL 331,ON1,The Structure of English,3,,Lec,MW,1600-1715,Synchronous Online Course ,Rebecca Wheeler,7,OPEN,,25,18,Full Time,Spring Semester 2021
9315,HORN 131,1,Applied Music: Horn,1,APPL,Lab,,-,To Be Arranged ,Stephen Slater,-1,CLOSED,,0,1,Adjunct,Fall Semester 2026
8444,ENGL 202,2,Lit Foundation III: Mid 19thC-,3,,Lec,TR,1500-1615,Joseph W. Luter III Hall 170,Anna Teekell,12,OPEN,,24,12,Full Time,Spring Semester 2021
9275,PCSE 595,1,Advanced Topics,1,,Lec,TR,0800-0915,Joseph W. Luter III Hall 258,Chris Kreider,5,OPEN,,10,5,Full Time,Fall Semester 2021
8535,BCHM 415L,1,Biochemistry II Lab,1,,Lab,T,1330-1720,Forbes Hall 3048,Amanda Thorsen,8,OPEN,,24,16,Full Time,Spring Semester 2024
9087,MLAN 308,1,Cross Cultural Awareness,3,"AIGM, XLAN",Lec,MWF,1100-1150,Lewis McMurran Hall 162,Patricia Siewe Seuchie,1,OPEN,,24,23,Full Time,Spring Semester 2022
8303,PHYS 105L,2R,Elementary Physics Lab,1,"AINW, GE, NSCI, SCIE, XNAT",Lab,W,1800-2045,Joseph W. Luter III Hall 301,Jose Fernandez,3,OPEN,,33,30,Adjunct,Fall Semester 2023
8974,PHIL 451,1,The Great Philosophers,3,LETR,Lec,W,1800-2045,Lewis McMurran Hall 257,Kip Redick,6,OPEN,,18,12,Full Time,Spring Semester 2023
8826,PHIL 208,1,Ethics of AI,3,AINW,Lec,TR,0930-1045, ,Betsy Jelinek,29,OPEN,,29,0,Full Time,Spring Semester 2027
8066,BIOL 301L,2,Microbiology Laboratory,1,,Lab,W,1300-1650,Forbes Hall 1015,Lourdes Guidicelli-Gadea,1,OPEN,,24,23,Adjunct,Spring Semester 2025
8266,PHYS 202,2,University Physics II,3,"AINW, GE, NSCI, OR, SCIE, XNAT",Lec,TR,1330-1445,Joseph W. Luter III Hall 322,Peter Monaghan,4,OPEN,,26,22,Full Time,Spring Semester 2022
